id,for_user_id,round_id,item,idea_content,rater1,rater2,rater3,self
50547,68,2,rope,Leash,2,1,1,3
50548,68,2,rope,Necklace,2,1,2,3
50549,68,2,rope,Ring Object,2,2,2,3
50550,68,2,rope,Ruler,3,2,2,2
50551,68,2,rope,Ruler,3,2,2,2
50552,68,2,rope,Shoelace,2,1,1,3
50553,68,2,rope,Striking Object,1,1,1,2
50554,71,2,rope,cut it into pieces to create a work of art,2,2,1,5
50555,71,2,rope,make it into a necklace,2,1,2,3
50556,71,2,rope,play limbo,2,2,1,4
50557,71,2,rope,pull a car,2,1,1,3
50558,71,2,rope,to tie hair,1,1,2,4
50559,71,2,rope,use it as a jump,1,1,1,3
50560,72,2,rope,decorate,1,1,1,3
50561,72,2,rope,jump,1,1,1,3
50562,72,2,rope,measure,3,2,2,3
50563,72,2,rope,tie together,1,1,1,2
50564,72,2,rope,workout,2,1,1,5
50565,75,2,rope,A belt,2,1,1,2
50566,75,2,rope,A bowl,1,2,2,4
50567,75,2,rope,A hair tie,2,1,2,3
50568,75,2,rope,Earrings,2,2,2,3
50569,75,2,rope,Necklace,2,1,2,5
50570,75,2,rope,Rings,2,2,2,4
50571,75,2,rope,Sandals,4,2,2,5
50572,76,2,rope,belt,2,1,1,3
50573,76,2,rope,bracelet,2,1,2,4
50574,76,2,rope,braid,2,2,2,3
50575,76,2,rope,brush,4,2,2,3
50576,76,2,rope,dog toy,2,1,1,3
50577,76,2,rope,hair tie,2,1,2,3
50578,76,2,rope,jewelry,2,2,2,3
50579,76,2,rope,make a wallet,2,2,2,3
50580,76,2,rope,to make hair for a doll,3,2,2,5
50581,77,2,rope,boarder,2,2,1,5
50582,77,2,rope,exercise tool,2,1,1,4
50583,77,2,rope,lasso,2,1,1,2
50584,77,2,rope,whip,2,1,1,2
50585,78,2,rope,Draw or paint an abstract piece of art using a section of viewed close up,4,3,2,4
50586,78,2,rope,Place a piece of under a microscope and examine the fibers Then  you could try to represent what you see using objects to make a collage,3,4,2,5
50587,78,2,rope,Take the apart and use the individual strands as hair for a doll,4,3,3,4
50588,79,2,rope,belt,2,1,1,2
50589,79,2,rope,hair tie,2,1,2,4
50590,79,2,rope,leash,2,1,1,3
50591,79,2,rope,necklace,2,1,2,3
50592,79,2,rope,swing,2,1,1,1
50593,79,2,rope,tug of war,1,1,1,2
50594,79,2,rope,use to tie to a car and a sled and use for sledding,2,2,2,5
50595,80,2,rope,Hang it on a wall to divide it up,2,2,2,5
50596,80,2,rope,jump,1,1,1,2
50597,80,2,rope,us it for tug of war,1,1,1,2
50598,80,2,rope,use it as a dog toy,2,1,1,2
50599,80,2,rope,use it to tie a bouquet of flowers together,3,2,2,5
50600,80,2,rope,use it with your drapes around a window either to tie them back  or put a tassel on the end for decoration,2,2,2,5
50601,80,2,rope,Wear it as a headband,2,2,2,2
50602,80,2,rope,Wrap it around your waist  leg or arm as an accessory,2,1,1,5
50603,81,2,rope,Suspend your television from the ceiling,3,3,2,2
50604,81,2,rope,Use it to build a bridge across the chasm to escape enemies,4,3,3,3
50605,81,2,rope,Use it to climb a sheer cliff to escape an angry Yeti,4,3,3,5
50606,81,2,rope,Use it to help your friends climb out of the hole they just dug to trap a Heffalump,4,1,5,4
50607,81,2,rope,Use it to steal the idol  Indiana Jones style,2,2,2,3
50608,81,2,rope,Use the as reins for your dragon,5,3,4,4
50609,82,2,rope,bungy cord,2,1,1,3
50610,82,2,rope,lasso,2,1,1,1
50611,82,2,rope,leash,2,1,1,2
50612,82,2,rope,support,2,1,1,1
50613,82,2,rope,tie,1,1,1,1
50614,82,2,rope,tight,1,1,1,1
50615,82,2,rope,weapon,1,1,1,2
50616,82,2,rope,whip,2,1,1,1
50617,82,2,rope,zip line,2,1,1,2
50618,83,2,rope,cat toy,2,2,1,3
50619,83,2,rope,extension to a ceiling fan string,2,2,2,3
50620,83,2,rope,ghetto swing,3,3,2,4
50621,83,2,rope,hair bow,2,1,2,3
50622,83,2,rope,makeshift ladder,2,2,1,3
50623,83,2,rope,measuring things,3,2,2,2
50624,83,2,rope,put an old book back together,2,4,2,2
50625,83,2,rope,tie a toga around yourself,1,3,3,3
50626,83,2,rope,use it as a headband,2,1,2,2
50627,84,2,rope,headbands,2,1,2,4
50628,84,2,rope,can be used as bookbag strings instead of the normal ones,3,3,1,3
50629,84,2,rope,can be used as jewelry,2,1,1,2
50630,84,2,rope,take the apart and use the strings as pieces of hair,4,2,3,3
50631,84,2,rope,to hang picture frames,2,2,2,4
50632,85,2,rope,break each strand apart and create a wig,4,2,2,5
50633,85,2,rope,cut it up in equal length pieces and paint them red so I can trick someone into thinking it is licorice,5,5,3,5
50634,85,2,rope,make a lasso and catch a shark,3,1,2,4
50635,86,2,rope,hang a criminal,2,1,1,3
50636,86,2,rope,hang up items in the air,2,1,1,5
50637,86,2,rope,play jump,1,1,1,4
50638,86,2,rope,set up a swing,2,1,1,4
50639,86,2,rope,swing around a tree,2,1,1,4
50640,86,2,rope,tie things down,1,1,1,3
50641,86,2,rope,tie things together,1,1,1,3
50642,86,2,rope,use as a leash for a dog,2,1,1,5
50643,87,2,rope,belt,2,1,1,2
50644,87,2,rope,fishing rod,2,1,1,4
50645,87,2,rope,something to anchor you to something else,2,1,1,3
50646,87,2,rope,weapon,1,1,1,3
50647,88,2,rope,You can tie your keys to your belt so you wont loose them,3,3,1,2
50648,88,2,rope,You can use as a measuring device,2,2,2,2
50649,88,2,rope,you can use to hang a tv instead of on the wall,3,3,2,5
50650,88,2,rope,You can use the to tie up your hair,2,1,2,2
50651,88,2,rope,You can wrap the around your neck to keep warm,4,3,2,3
50652,88,2,rope,You can wrap your knuckles with before fighting,3,2,2,4
50653,89,2,rope,a bodily decoration,2,2,1,3
50654,89,2,rope,a container,1,2,2,3
50655,89,2,rope,a pillow,4,2,2,4
50656,89,2,rope,a strap for a remote,3,3,2,3
50657,89,2,rope,a whip,3,1,1,1
50658,91,2,rope,create boundaries,2,3,1,3
50659,91,2,rope,dog leash,2,1,1,2
50660,91,2,rope,kid leash,2,1,1,3
50661,91,2,rope,pull a sled,2,1,1,2
50662,91,2,rope,pull someone out a burning building,2,3,2,1
50663,91,2,rope,swing,2,1,1,2
50664,91,2,rope,transport objects to higher level,3,1,1,3
50665,92,2,rope,art,2,1,1,5
50666,92,2,rope,belt,2,1,1,3
50667,92,2,rope,clothing,2,1,2,5
50668,92,2,rope,curtain tie,2,2,2,5
50669,92,2,rope,headband,2,1,2,5
50670,92,2,rope,heart,1,2,1,5
50671,92,2,rope,necklace,2,1,2,5
50672,92,2,rope,take the and put lights around it and hang it up,5,4,2,5
50673,93,2,rope,Making spaghetti,2,2,4,3
50674,93,2,rope,Swing the around to transport you somewhere else,2,1,1,4
50675,93,2,rope,Use as a candle,2,3,3,1
50676,93,2,rope,Use as hair,2,1,2,1
50677,94,2,rope,bracelet,2,1,2,2
50678,94,2,rope,cut it in half and use it as dangly earrings,3,3,2,4
50679,94,2,rope,jump,1,1,1,2
50680,94,2,rope,make it a necklace,2,1,2,2
50681,94,2,rope,shoe string,2,1,1,2
50682,94,2,rope,take it a part and put it on a dummy and do its hair if you're a girl,4,3,2,5
50683,94,2,rope,take the and let someone hold one end and you hold the other end and hold it across the street so cars cant pass,3,3,3,4
50684,94,2,rope,use it as a belt,2,1,1,2
50685,94,2,rope,use it as a fishing pole,2,2,1,5
50686,94,2,rope,use it as a sex toy,2,2,2,3
50687,95,2,rope,cowboy impersonations,3,2,2,2
50688,95,2,rope,hostage situation,2,2,1,2
50689,95,2,rope,leash for children,2,1,1,3
50690,95,2,rope,sexual pleasure,2,1,2,2
50691,96,2,rope,Attach do your door knob for when you want to open the door just pull the as long as the door isn't closed all the way,2,3,1,3
50692,96,2,rope,Hang the on your wall in a design  get clothespins and hang pictures from them,2,2,2,5
50693,96,2,rope,Make a creative design on your wall with hangings,3,2,2,4
50694,96,2,rope,Measure things,3,2,2,1
50695,97,2,rope,Indiana jones thing,2,1,2,3
50696,97,2,rope,lock something,2,1,1,3
50697,97,2,rope,throw down your window,1,2,1,3
50698,97,2,rope,tie someone up,1,1,1,2
50699,97,2,rope,to chew on,2,1,2,3
50700,97,2,rope,to choke yourself with,2,1,1,3
50701,97,2,rope,to drag something with,1,1,1,3
50702,97,2,rope,to hang stuff with,1,1,1,2
50703,97,2,rope,to hit someone with,2,1,1,3
50704,97,2,rope,to mark your territory,3,3,1,3
50705,97,2,rope,to play with,1,1,1,3
50706,97,2,rope,to pull on,1,1,1,2
50707,97,2,rope,to tie something with,1,1,1,2
50708,97,2,rope,to un-braid the,3,2,1,3
50709,97,2,rope,to wear around your waist,2,1,1,3
50710,97,2,rope,to wear in your hair,2,1,2,3
50711,97,2,rope,tug of war,1,1,1,3
50712,97,2,rope,use to hold something together,1,1,1,2
50713,98,2,rope,boat,1,1,1,5
50714,98,2,rope,brown,1,1,1,3
50715,98,2,rope,cattle,1,1,1,5
50716,98,2,rope,danger,1,1,1,5
50717,98,2,rope,get me out of here,1,1,1,5
50718,98,2,rope,guide,2,1,1,5
50719,98,2,rope,horse,1,1,1,5
50720,98,2,rope,I cant move,1,1,1,5
50721,98,2,rope,leave,1,1,1,4
50722,98,2,rope,long,1,1,1,2
50723,98,2,rope,mountain,1,1,1,5
50724,98,2,rope,need  help,2,1,1,5
50725,98,2,rope,no fun,1,1,1,5
50726,98,2,rope,pull,2,1,1,5
50727,98,2,rope,pulling for sport,1,1,1,5
50728,98,2,rope,rare,1,1,1,5
50729,98,2,rope,rock climb,2,1,1,5
50730,98,2,rope,skateboard,1,2,1,5
50731,98,2,rope,strong,1,1,1,5
50732,98,2,rope,stuck in mud,1,1,1,5
50733,98,2,rope,the rush rock climbing wall,1,1,1,5
50734,98,2,rope,throw,1,1,1,3
50735,98,2,rope,tie,1,1,1,5
50736,98,2,rope,tire,1,2,2,5
50737,98,2,rope,tug of war,1,1,1,5
50738,98,2,rope,water jump,1,2,2,5
50739,98,2,rope,water ski,1,2,2,5
50746,100,2,rope,ball,3,2,2,5
50747,100,2,rope,belt,2,1,1,2
50748,100,2,rope,bookbag strap,3,2,1,4
50749,100,2,rope,bracelet,2,1,2,3
50750,100,2,rope,confetti,4,3,2,4
50751,100,2,rope,dog leash,2,1,1,2
50752,100,2,rope,hair bow,2,2,2,3
50753,100,2,rope,handcuffs,2,2,1,3
50754,100,2,rope,necklace,2,1,2,3
50755,100,2,rope,shoestring,2,1,1,3
50756,101,2,rope,a puzzle,3,3,2,5
50757,101,2,rope,a skirt,1,2,2,2
50758,101,2,rope,a steering wheel,3,3,2,4
50759,101,2,rope,a swimming pool,1,1,1,3
50760,101,2,rope,a way of transportation,4,1,1,5
50761,101,2,rope,basement,1,1,1,4
50762,101,2,rope,maze,3,3,2,4
50763,101,2,rope,sink,1,1,1,5
50764,101,2,rope,vending,1,2,1,1
50765,102,2,rope,belt,2,1,1,1
50766,102,2,rope,jump,1,1,1,1
50767,102,2,rope,knotted to close something,2,1,1,2
50768,102,2,rope,necklace,2,1,2,2
50769,102,2,rope,swing,2,1,1,1
50770,102,2,rope,tie around two people's ankles walk together,1,1,2,2
50771,102,2,rope,tug of war,1,1,1,1
50772,103,2,rope,Make something geometric to hang on an interior or exterior wall,2,2,2,3
50773,103,2,rope,You could make a flower pot out of them by coiling it around something for its initial shape then use it as a flower pot or a trash can for that matter,3,4,2,4
50774,103,2,rope,You could make a giant spider web of sorts for your children to play on  for you to play on  or for you to use during Halloween,4,3,3,4
50775,103,2,rope,You could make a jungle gym with them outside,2,2,2,3
50776,103,2,rope,You could make clothing out of it A simple top or bottom,2,1,2,4
50777,103,2,rope,You could take the and hang your pictures around the room with them or decorative items,2,2,2,3
50778,104,2,rope,belt,2,1,1,1
50779,104,2,rope,hanger,2,2,1,3
50780,104,2,rope,jump,1,1,1,2
50781,104,2,rope,leash,2,1,1,2
50782,104,2,rope,weapon,1,1,1,2
50783,105,2,rope,Anchor On Boat,2,1,1,3
50784,105,2,rope,Belt,2,1,1,5
50785,105,2,rope,blind pull back,3,1,2,3
50786,105,2,rope,Blocking off Places,2,2,1,2
50787,105,2,rope,Crafts,1,1,1,5
50788,105,2,rope,Dog Leash,2,1,1,4
50789,105,2,rope,Hair Tie,2,1,2,5
50790,105,2,rope,handcuffs,2,2,1,2
50791,105,2,rope,Lasso,2,1,1,1
50792,105,2,rope,Measuring,3,2,2,3
50793,105,2,rope,pull someone on skateboard or something,2,2,2,5
50794,105,2,rope,Swing,2,1,1,2
50795,105,2,rope,threat,1,1,1,1
50796,105,2,rope,Tying books together like a satchel,3,2,1,3
50797,106,2,rope,cut it up and use the pieces to create a picture,3,2,2,5
50798,106,2,rope,use it as a jump,1,1,1,1
50799,106,2,rope,use it as a lasso to catch an animal,2,1,1,3
50800,106,2,rope,use it as a leash for your dog,2,1,1,5
50801,106,2,rope,use it as a separation in a room that you shar,2,3,1,4
50802,106,2,rope,use it to keep something in place,1,1,1,2
50803,106,2,rope,use it to strangle something,2,1,1,3
50804,106,2,rope,use it to tie things together,1,1,1,1
50805,106,2,rope,you can unwind the if it is made of twill and use it for curly decoration,3,3,2,5
50806,106,2,rope,you can use it to suspend things from high places,2,1,1,3
50807,107,2,rope,Belt,2,1,1,1
50808,107,2,rope,Decoration,1,1,1,3
50809,107,2,rope,Picture Frame,2,3,2,4
50810,107,2,rope,basket,2,3,1,3
50811,107,2,rope,belly button ring,2,2,2,5
50812,107,2,rope,bikini bottoms,3,2,2,5
50813,107,2,rope,bikini top,3,2,2,5
50814,107,2,rope,Blanket,2,2,2,5
50815,107,2,rope,bracelet,2,1,2,5
50816,107,2,rope,carpet,3,2,2,5
50817,107,2,rope,chair back,2,2,2,5
50818,107,2,rope,dress,1,1,2,5
50819,107,2,rope,earrings,2,1,2,5
50820,107,2,rope,hair,2,2,2,3
50821,107,2,rope,mail box,1,1,2,5
50822,107,2,rope,necklace,2,1,2,5
50823,107,2,rope,ring,2,2,2,3
50824,107,2,rope,shoes,2,1,2,5
50825,107,2,rope,toe ring,2,2,2,3
50826,107,2,rope,walls to a house,2,1,2,5
50827,108,2,rope,a blockade,2,1,1,3
50828,108,2,rope,basketball nets,1,1,2,3
50829,108,2,rope,creating a catapult,3,3,2,3
50830,108,2,rope,for a sail,2,2,1,3
50831,108,2,rope,holding back crowds,2,2,2,3
50832,108,2,rope,Indiana jones whip,2,1,2,3
50833,108,2,rope,noose,2,1,1,3
50834,108,2,rope,overalls,3,2,2,3
50835,108,2,rope,swing,2,1,1,2
50836,108,2,rope,sling shot,3,2,2,3
50837,108,2,rope,tug of war,1,1,1,2
50838,108,2,rope,used as a belt,2,1,1,2
50839,108,2,rope,wristbands,2,1,2,3
50840,109,2,rope,bracelet,2,1,2,2
50841,109,2,rope,ladder,2,1,1,3
50842,109,2,rope,swing,2,1,1,3
50843,109,2,rope,toy for pets,2,1,1,4
50844,110,2,rope,make a shoe out of,3,1,2,5
50845,110,2,rope,necklace,2,1,2,2
50846,110,2,rope,tie a hammer on the end of the and use it as a weapon,3,2,2,5
50847,110,2,rope,to hang for decoration in the house for curtains,2,3,2,3
50848,110,2,rope,use the as if it was a line and make art with the,2,1,2,5
50849,111,2,rope,belt,2,1,1,2
50850,111,2,rope,bracelet,2,1,2,2
50851,111,2,rope,carrying case,1,2,1,5
50852,111,2,rope,divider,2,1,1,1
50853,111,2,rope,eating utensil,2,2,2,4
50854,111,2,rope,glove,2,1,2,5
50855,111,2,rope,handle,3,1,1,3
50856,111,2,rope,hat,2,1,2,3
50857,111,2,rope,measurement of speed,3,2,2,2
50858,111,2,rope,nun chucks,4,3,2,4
50859,111,2,rope,propeller,4,2,2,5
50860,111,2,rope,sports equipment,1,1,1,2
50861,111,2,rope,stress reliever,1,3,2,3
50862,112,2,rope,a pretend snake,2,1,2,2
50863,112,2,rope,a pretend snail,2,3,2,2
50864,112,2,rope,to enslave someone,2,1,1,2
50865,112,2,rope,to exercise,2,1,1,2
50866,112,2,rope,to hold things together,1,1,1,2
50867,112,2,rope,to jump,1,1,1,2
50868,112,2,rope,to play,1,1,1,2
50869,113,2,rope,dog toy,2,1,1,3
50870,113,2,rope,measuring tool,3,2,2,3
50871,113,2,rope,spelling letters out,2,3,2,4
50872,113,2,rope,tie a knot with a to keep a box or some type of storage unit closed,1,1,1,3
50873,114,2,rope,belt,2,1,1,2
50874,114,2,rope,hair tie,2,1,2,2
50875,114,2,rope,hang decor,2,1,2,3
50876,115,2,rope,strap someone to a chair,2,1,1,3
50877,115,2,rope,tie a girl to the bed,1,1,2,3
50878,115,2,rope,tie a guy to the bed,1,1,2,5
50879,115,2,rope,tie a knot,1,1,1,3
50880,115,2,rope,tie someone's ankles to it,1,1,1,3
50881,115,2,rope,tie someone's wrists together,1,1,1,3
50882,115,2,rope,to tie a bag together,2,1,1,3
50883,115,2,rope,use for tug of war,1,1,1,3
50884,115,2,rope,use it as a weapon,1,1,1,3
50885,115,2,rope,use it in a woodshop experiment,1,2,2,3
50886,115,2,rope,wrap it around someone's mouth,1,2,2,3
50887,116,2,rope,belt,2,1,1,2
50888,116,2,rope,bondage fun,2,1,2,4
50889,116,2,rope,capture people,2,1,1,2
50890,116,2,rope,cheap wig,2,2,2,4
50891,116,2,rope,clothesline,2,1,1,1
50892,116,2,rope,fake snake,2,1,2,2
50893,116,2,rope,giant's shoelaces,5,2,2,4
50894,116,2,rope,harness,4,1,1,2
50895,116,2,rope,potential zipline,3,1,1,4
50896,116,2,rope,strangling things,2,1,1,2
50897,116,2,rope,underbudget whip,4,1,2,3
50898,117,2,rope,ankle bracelet,2,2,2,2
50899,117,2,rope,key chain,2,2,2,4
50900,117,2,rope,measuring tool,3,2,2,3
50901,117,2,rope,necklace,2,1,2,2
50902,117,2,rope,shoe lace,2,1,1,2
50903,117,2,rope,to hold down things,2,1,1,1
50904,117,2,rope,whip,2,1,1,3
50905,117,2,rope,wrist band,2,1,2,2
50906,118,2,rope,decoration,1,1,1,3
50907,118,2,rope,hang from,1,1,1,1
50908,118,2,rope,separate a room or area,2,2,1,1
50909,118,2,rope,tie one end it to a moving object bike  golf cart  then hang on to the other and let it pull you around,2,2,1,4
50910,118,2,rope,tug of war,1,1,1,1
50911,118,2,rope,use it for distance,2,1,2,1
50912,118,2,rope,use it to hang a sheet over it to dry it,2,1,2,1
50913,119,2,rope,arts and crafts,1,1,1,4
50914,119,2,rope,Clothing,2,1,2,5
50915,119,2,rope,dancing,1,1,2,5
50916,119,2,rope,hanging,2,1,1,2
50917,119,2,rope,jewelry,2,2,2,4
50918,119,2,rope,team building exercises,1,3,1,4
50919,119,2,rope,weapon,1,1,1,4
50920,119,2,rope,wedding ceremony,2,2,2,5
50921,121,2,rope,make it into a lasso,2,1,1,3
50922,121,2,rope,make it into some sort of jewelry,1,2,1,4
50923,121,2,rope,tie it in between two trees and make it into a tightrope,3,1,1,3
50924,121,2,rope,use it as a belt,2,1,1,5
50925,121,2,rope,use it as a boarder to a painting,3,3,2,5
50926,121,2,rope,use it as a system of measurement,2,2,2,4
50927,122,2,rope,belt,2,1,1,3
50928,122,2,rope,bracelet,2,1,2,2
50929,122,2,rope,guitar strap,3,3,2,5
50930,122,2,rope,headband,2,1,2,3
50931,122,2,rope,jump,1,1,1,2
50932,122,2,rope,keep the car trunk shut,2,2,1,5
50933,122,2,rope,knot,2,1,1,1
50934,122,2,rope,lasso,2,1,1,2
50935,122,2,rope,necklace,2,1,2,2
50936,122,2,rope,noose,2,1,1,3
50937,122,2,rope,shoelace,2,1,1,3
50938,122,2,rope,suspender,3,3,1,4
50939,123,2,rope,accessory,1,1,1,4
50940,123,2,rope,anchor,2,1,1,3
50941,123,2,rope,arrest,1,1,1,4
50942,123,2,rope,belt,2,1,1,3
50943,123,2,rope,bows,2,2,1,5
50944,123,2,rope,decoration,1,1,1,4
50945,123,2,rope,fish,2,1,1,5
50946,123,2,rope,hanging,2,1,1,2
50947,123,2,rope,holding someone up rock climbing,2,1,1,3
50948,123,2,rope,leash,2,1,1,3
50949,123,2,rope,needle,2,1,2,5
50950,123,2,rope,obtaining an object,2,1,1,4
50951,123,2,rope,pulling objects,1,1,1,3
50952,123,2,rope,shoe laces,2,1,1,2
50953,123,2,rope,string,2,1,1,4
50954,123,2,rope,tie knots,1,1,1,1
50955,123,2,rope,tug of war,1,1,1,3
50956,123,2,rope,weapon whip,2,1,1,3
50957,124,2,rope,belt,2,1,1,2
50958,124,2,rope,necklace,2,1,2,1
50959,124,2,rope,rug,3,2,2,1
50960,124,2,rope,swing,2,1,1,1
50961,126,2,rope,a swing,1,1,1,4
50962,126,2,rope,execution,2,1,1,2
50963,126,2,rope,finish line,2,2,1,5
50964,126,2,rope,jump,1,1,1,3
50965,126,2,rope,make letters,1,2,2,4
50966,126,2,rope,tie up somebody,1,1,1,3
50967,126,2,rope,tug a war,1,1,1,3
50968,126,2,rope,whip,2,1,1,4
50969,128,2,rope,you can line you comforter with it as a accent piece,3,4,2,2
50970,128,2,rope,you can use in a pair of jeans by pulling the apart into pieces and integrating it into a pattern,3,4,2,5
50971,128,2,rope,you can use it as a belt,2,1,1,1
50972,128,2,rope,you can use it as a necklace,2,1,2,1
50973,128,2,rope,you can use it to drape around your ceiling fan to create a sea voyage theme,3,5,2,4
50974,129,2,rope,anchor,2,1,1,3
50975,129,2,rope,crane,2,2,2,1
50976,129,2,rope,exercise,2,1,1,2
50977,129,2,rope,fence,3,2,1,5
50978,129,2,rope,hair tie,2,1,2,4
50979,129,2,rope,hold things together,1,1,1,2
50980,129,2,rope,horse driver,2,2,1,3
50981,129,2,rope,jewelry,2,2,2,4
50982,129,2,rope,ladder,2,1,1,3
50983,129,2,rope,lasso,2,1,1,2
50984,129,2,rope,pulley,1,1,1,1
50985,129,2,rope,punishment,1,1,1,1
50986,129,2,rope,weapon,1,1,1,1
50987,129,2,rope,winch,2,1,1,2
50988,130,2,rope,to catch a thief,2,2,1,4
50989,130,2,rope,to cause damage to one's self,1,1,1,2
50990,130,2,rope,to choke someone with,2,1,1,2
50991,130,2,rope,to climb down anything with,2,1,1,2
50992,130,2,rope,to entertain yourself by tying a knot,1,2,1,2
50993,130,2,rope,to get someone out of a hole,2,2,2,2
50994,130,2,rope,to hit someone with,2,1,1,3
50995,130,2,rope,to hold limbs broken appendages together until one can receive medical care,3,3,2,4
50996,130,2,rope,to tie something together,1,1,1,2
50997,130,2,rope,to use as a fire starter,4,2,2,3
50998,131,2,rope,belt,2,1,1,3
50999,131,2,rope,fill a pinata with,2,3,3,5
51000,131,2,rope,outline for hopscotch,4,3,2,4
51001,131,2,rope,streamers,4,2,2,3
51002,131,2,rope,tie it to a door handle of a public restaurant and pull the door open for people,3,4,2,5
51003,131,2,rope,wig,2,2,2,3
51004,132,2,rope,belt,2,1,1,2
51005,132,2,rope,headband,2,1,2,5
51006,132,2,rope,lock,2,1,1,5
51007,132,2,rope,necklace,2,1,2,4
51008,132,2,rope,ring,2,2,2,5
51009,134,2,rope,eraser,2,2,2,5
51010,134,2,rope,exercise machine,2,1,1,4
51011,134,2,rope,gripping things,3,1,1,3
51012,134,2,rope,hanging upside down,2,2,1,3
51013,134,2,rope,holding things down,1,1,1,3
51014,134,2,rope,lasso,2,1,1,2
51015,134,2,rope,leash,2,1,1,3
51016,134,2,rope,lifting weights,2,1,2,3
51017,134,2,rope,pet snake,2,1,2,4
51018,134,2,rope,practicing acrobatics,2,2,1,3
51019,134,2,rope,remote control,2,2,2,5
51020,134,2,rope,swinging from city to city,2,1,4,5
51021,134,2,rope,toy,2,1,1,3
51022,134,2,rope,transportation,1,1,1,3
51023,134,2,rope,weapon,1,1,1,2
51024,134,2,rope,whip,2,1,1,3
51025,135,2,rope,book mark,4,3,2,1
51026,135,2,rope,bracelet,2,1,2,4
51027,135,2,rope,cat toy,2,2,1,1
51028,135,2,rope,decorations,1,1,1,1
51029,135,2,rope,dress,2,1,1,3
51030,135,2,rope,pet,1,1,1,3
51031,135,2,rope,shoe lace,2,1,1,1
51032,136,2,rope,belt,2,1,1,5
51033,136,2,rope,bondage during sex,2,1,2,4
51034,136,2,rope,bondage for torture,2,1,1,4
51035,136,2,rope,clothes line,2,1,1,3
51036,136,2,rope,hammock,1,2,2,4
51037,136,2,rope,hang people,2,1,1,1
51038,136,2,rope,jump,1,1,1,1
51039,136,2,rope,lasso,2,1,1,2
51040,136,2,rope,tie things together,1,1,1,1
51041,136,2,rope,tree swing,1,1,1,3
51042,136,2,rope,trip people,2,1,1,5
51043,136,2,rope,tug a war,1,1,1,2
51044,136,2,rope,walk a dog,2,1,1,1
51045,136,2,rope,whip,2,1,1,3
51046,137,2,rope,Frame,3,2,2,3
51047,137,2,rope,Fuse,3,3,2,1
51048,137,2,rope,Give texture to a wall/art,2,2,2,3
51049,137,2,rope,Hair extensions,2,2,3,4
51050,137,2,rope,Headband,2,1,2,2
51051,137,2,rope,Light fixture,2,1,2,4
51052,137,2,rope,Material for clothing,4,2,2,3
51053,137,2,rope,Scrunchie,2,2,2,2
51054,137,2,rope,Vase,3,2,2,4
51055,137,2,rope,whip,2,1,1,2
51056,138,2,rope,a belt,2,1,1,2
51057,138,2,rope,a dress made of,2,1,2,3
51058,138,2,rope,a ladder,2,1,1,2
51059,138,2,rope,a swing,1,1,1,1
51060,138,2,rope,a seatbelt,3,2,2,1
51061,138,2,rope,shoelaces,2,1,1,1
51062,138,2,rope,tie the to the back of a car and ride on a skateboard while holding onto the,2,3,2,3
51063,138,2,rope,tug of war,1,1,1,1
51064,139,2,rope,Belt,2,1,1,2
51065,139,2,rope,Hair Tie,2,1,2,2
51066,139,2,rope,Handcuffs,2,2,1,3
51067,139,2,rope,Light Bulb Holder,2,1,2,4
51068,139,2,rope,Shoe String,2,1,1,3
51069,140,2,rope,belt,2,1,1,3
51070,140,2,rope,glue it around the frame of a picture,2,3,2,3
51071,140,2,rope,hang it from the ceiling and climb it for exercise,2,2,1,5
51072,140,2,rope,jump,1,1,1,1
51073,140,2,rope,lasso,2,1,1,1
51074,140,2,rope,necklace,2,1,2,2
51075,140,2,rope,tie it to a tire and tree for a tire swing,1,1,1,3
51076,140,2,rope,tie it to a tree and swing off it into a lake,2,1,1,4
51077,140,2,rope,wrap it around a vase for decoration,3,2,2,4
51078,141,2,rope,create art,2,1,1,4
51079,141,2,rope,floss your teeth,3,2,4,2
51080,141,2,rope,make a swing,2,1,1,4
51081,141,2,rope,make bracelets,2,1,2,4
51082,141,2,rope,seal open bags shut,3,2,1,1
51083,141,2,rope,soap on a,2,2,1,3
51084,141,2,rope,tie to a door knob so you won't have to get up to closed the door,2,3,1,4
51085,141,2,rope,use as a shoe string if small enough,2,1,2,3
51086,141,2,rope,use as belt,2,1,1,4
51087,142,2,rope,climbing down a high object,2,1,1,2
51088,142,2,rope,draping across a room for decoration,2,2,2,5
51089,142,2,rope,Playing Tug of war,1,1,1,3
51090,142,2,rope,Swinging from trees,2,1,2,5
51091,143,2,rope,Use it to pull a prank on people by for example tying someone's bikes together,2,2,2,3
51092,143,2,rope,Wind it several times around your torso and wear it as a tube top,4,5,2,3
51093,146,2,rope,dangling things,2,1,1,1
51094,146,2,rope,jump,1,1,1,2
51095,146,2,rope,noose,2,1,1,2
51096,146,2,rope,tight walking,1,1,1,2
51097,146,2,rope,tripping people,2,1,1,3
51099,146,2,rope,tying to doors together so neither can be opened,3,2,1,3
51100,146,2,rope,unwinding strands and tying them at ends to make the longer,2,2,2,3
51101,147,2,rope,as a blocker you cannot get in unless someone moves the,2,1,1,1
51102,147,2,rope,as a burn,2,1,2,4
51103,147,2,rope,as a ladder,2,1,1,4
51104,147,2,rope,as decoration around your beach house,2,2,2,2
51105,147,2,rope,as jewelry,2,2,1,2
51106,147,2,rope,to hang something,2,1,1,3
